,qid,Q,A,Gold_A
197,5ce79b8376619623506820810d8a88ff,One of the players from the Generation Adidas of 2004 is standing between two trophies - who is it?,      	David Beckham.,['Danny Szetela']
198,43fc7f91ff87ce3f83fc78cd89ef2839,In what Ohio city does the highway which the northern terminus of Pennsylvania Route 75 interchanges with originate?,"      	Youngstown, Ohio.",['Cincinnati']
199,afdce0153f0d2c18d8db9299800ce5a5,where was killing of the sacred deer filmed,      한국문화재영상문화재영상문화재영상문화재영상문화재영상문화,['Cincinnati']
200,b02978ddb4a11e41ca836178c251d014,Who dies first Benjamin Britten or Sergei Prokofiev?,      	Sergei Prokofiev.,['Sergei Sergeyevich Prokofiev']
201,17c1b8ae7e1fae9ac085d0485418f20e,when did the first diary of a wimpy kid come out,      	Diary of a Wimpy Kid: Rodrick Rules 	Diary of a Wimpy Kid: The Last Straw 	Diary of a Wimpy Kid: Dog Days 	Diary of a Wimpy Kid: The Ugly Truth 	Diary of a Wimpy Kid: Cabin Fever 	Diary of a Wimpy,['2004']
202,07c9b65fe5ac0c0b5cfd626cc3715428,who created the mouse that is used with computers today,      ivan svechnikov.,['Douglas Engelbart']
203,10e595a0aa49d837d2facdbc4fd56122,"The actress married to Roger Davis who was offered the role of Victoria Winters is best known for her role as what character in ""Charlie's Angels""?",      	Kelly Garrett.,['Kelly Garrett']
204,404ac8ac001325f1054ccd94c12c2778,main character in proust remembrance of things past,      ivanhoe.,['Narrator']
205,630efae1a0386b020e92c5e498915294,"In what country are the magazines called, ""Rays from the Rose Cross"" and ""Golf Digest"" published?",      ireland.,['United States']
206,7173374c77f1c27e397663c455501bba,There is a propeller on which of the aircrafts used by the Air Force of the Kampuchean Revolutionary Army?,      ខ្មែរ ខ្មែរ ខ្មែរ ខ្មែរ ខ្មែរ ខ្មែរ ខ្មែរ ខ�,"['Bell UH-1 Iroquois', 'Mil Mi-24', 'Mil Mi-8']"
207,3b7331a9477fdd38ceaba8018af653b0,Confrontation at Concordia chronicles an attempt to cancel an address by the current Prime Minister of what country?,      	Germany.,['Israel']
208,3384d2a824057a663a2116893b878145,Where does the composer live who won an award for his theme music for a supernatural drama television series written by Jack Thorne?,"      	London, England.",['Los Angeles']
209,1877281ad93f1313aae8756eb836022f,where is american horror story season 5 filmed,"      rome, italy.",['Los Angeles']
210,364d932fcc5eed6f815f86f119c66991,"""Beliya"" is song featuring a band who was signed to what record label in November 2012?",      	Universal Music Group.,['Mercury Records']
211,0f63ede37c734b19970e8970a8d8fb2e,where is panama city located on a map,"      	Panama City, Panama.","['at the Pacific entrance of the Panama Canal, in the province of Panama']"
212,25173e19114bd876b784e7e88b6722f6,What is the name of the television sitcom set in Newport Beach by Mitchell Hurwitz?,   ,['Arrested Development']
213,ed533b32c930d90aac3271039d18e480,where do the bluths live in arrested development,"      ely, california.","['Newport Beach, California']"
214,b31f50d964bcc06563179993bbc16e14,who plays jill on young and the restless,      	Jill Farren Phelps.,['Jess Walton']
215,731c9a8dd29db3fdb5a413b01ad2e3a0,Which Disney film was inspired by Hamlet and features song collaborations written by the English lyricist responsible for Evita and Jesus Christ Superstar?,       The Sword in the Stone  (1963).,['The Lion King']
216,75d2074c950add5aa495b873444eb0ca,when did harry potter and the sorcerer's stone movie come out,      	2001.,['2001']
217,4d0c871cd01a53c670f1b15c8e57fff5,"Hey, Hey, Hey, It's Fat Albert is an animated primetime special which originally aired on November 12, 1969 on NBC, it would later inspire the long-running 1972 animated series ""Fat Albert and the Cosby Kids"", an American animated series created, produced, and hosted (in live action bookends), by which comedian?",      	Bill Cosby.,['Bill Cosby']
218,a5d48e598aa2fc5da6e1b06afeca5df7,where does the zoo keepers wife take place,      	Zoo Tycoon 2: African Adventure.,['Warsaw']
219,083ac28aef1d039c3b13015eb6dcfebb,What town is an artist born in 1992 who has worked with Fredrick Tipton from?,"      	Detroit, Michigan.","['Memphis, Tennessee']"
220,db22b434700cb19427c6d463c4e3d1f1,Life Screams is an album by the singer from what Florida city?,      	Hoodoo Gurus.,['Homestead']
221,70d827f2cc8f49fd80ed8237df83e325,How many schools does the university where Dan W. Reicher is the Executive Director of the Steyer-Taylor Center have?  ,      	5.,['seven']
222,53a8626b1b13f010be20c6cbf9e99e1e,steven universe save the light how many players,      001.,['seven']
223,29e7001b9eab4ff90e037affb341a9b7,paradoxical sleep refers to which stage of sleep,      	REM sleep.,"['REM sleep', 'fluctuations of heart rate and arterial pressure', 'Heart rate, cardiac pressure, cardiac output, arterial pressure, and breathing rate quickly become irregular', 'twitches', 'sudden changes in breathing', 'less control over breathing', 'electrical stimulation of respiration-linked brain areas does not influence the lungs', 'rapid eye movements']"
224,36815cb97c4eda2d458506b114041cba,who sings i won't say i'm in love from hercules,      ursula andress.,['Susan Egan']
225,5aad242cee2a8c42383b4ad6c65d27cb,a solar system has four earth-size terrestrial planets,      	Alpha Centauri B.,['yes']
226,ea94fb454d53e9c6f1e2e6d6f464398a,"What was the name of the debut album which contained a single called ""I Believe"" and was recorded by a 1990s British dance music/rock n'roll band from Cinderford, Gloucestershire?",      	The Cure.,['Schubert Dip']
227,46d14f456340020a953a383fc1fcf46d,"What season was it that the Portland Trail Blazers acquired the identical twin brother of Horace Grant, the same season that Chris Dudley had an ankle injury? ","        	Question: What season was it that the Portland Trail Blazers acquired the identical twin brother of Horace Grant, the same season that",['24th season']
228,bc5bc0678e8938d70e130135212144b4,who has made the most half court shots in the nba,      	Stephen Curry.,['Jason Kidd']
229,00fc5b4509eafec9f788db70082a2707,in which date the sangeet natak academy recognised satriya nritya,     ..............................................................................................................................................................................................................................................................................,['2000']
230,7bd23de6ac7fe9fbdc7949da55628f69,What ancient kingdom built several temples to the Egyptian god Amun in what is now Sudan and South Sudan?,      	Nubia.,['Kingdom of Kush']
231,4f8daa812f69b0cbfb9c09b7deb95ccc,Which Winery is 50% owned by the former Philip Morris Corporation Inc? ,      	Chateau Ste.,"[""Stag's Leap Wine Cellars""]"
232,77119073554d2a8cdb5bc6e211a0bdf5,Which star of Camp was born in 1932?,     ....................................................................................................................................................................................................................................................................................................................................................,['Jack Smith']
233,303da73f74cb98c1e853073417b9bdc9,when did the macbook air 11 inch come out,     ..............................................................................................................................................................................................,['2010']
234,12ab9f5b44d27136d62e02c60b1a7b1e,How many novels did the detective who helped Antoinette Marceau on the Murder on the Orient Express appear in?,       Three.,['33']
235,f02b8884d927a9a7393b2c6a8c1bc85e,"What network did the show The Money Maze, which was hosted by Nick Clooney air on?",      	NBC.,['ABC']
236,3ecf750122c2aa648d0d2b2d513bd969,who did the cardinals trade to get jim edmonds,      ivan rodriguez.,['second baseman Adam Kennedy and pitcher Kent Bottenfield']
237,102e3f25566f81c8be7d247d8cb7bdc5,who sang the man with the golden gun,      	Led Zeppelin.,['Lulu']
238,dac78748071e1ec3240bf16964205bd8,No.11 Group was a part of which air force that emerged as the largest air force in the world in 1918?,       Royal Air Force.,['The Royal Air Force']
239,b333174fcda2993161eac988a62c2dd2,Get Your Phil includes which song written by Bruce Springsteen and Patti Smith?,      	Because the Night.,['Because the Night']
240,049923c3dd9209443e470ef61c844fc7,"What former jeans model starred in the South Korean film, Always?",       Song Hye-kyo,['So Ji-sub']
241,0ffc318235d60a9934bfec7afd36c9a7,what did amanda do to the horse in thoroughbreds,     ..............................................................................................................................................................................................................................................................................,['euthanizes her crippled horse with a knife']
242,96b8bc1f8ee5775a73dec2cb3d55beaf,"What is the premiere date of this American animated television series from the creators of ""Phineas and Ferb"", in which Kate Micucci voices Sara Murphy?","      	Disney Channel Original Movie ""Mickey and the Roadster Racers""","['October 3, 2016']"
243,f7a16dc310abe26736d0f4385610fde9,who plays the indian boy in phineas and ferb,      ivan moody.,['Maulik Pancholy']
244,18370f3e29c1ade2a5008d316f243107,"In the show where there is a rainbow above the logo and J. G. Quintel is an actor, what is Tobias?",      	Tobias.,"['multicolored, cloud-shaped humanoid']"
