,qid,Q,A,Gold_A,docs
133,28bbe6fa4a8f5277ba4354085ec4663f,What kind of structure depicted in the bottom image of the San Francisco Bay Area collage?, 	A bridge.,['bridge'],['217469315ba1763765d35978e6699946']
134,2c4d1e6755a4c8de5925b7d988a1b007,Is Ryan Moore (jockey) standing or sitting?, 	Ryan Moore is standing.,['standing'],['701dab11efcdfb5e7c977faf85738e23']
135,2576221a02209dfcc4ce4e847c231445,How many members of Grand Funk Railroad have long hair?, 	Three.,['one'],['19552d5b2f6c96265e8b327a988d79ac']
136,de779bce0bdc19a48ba875e73e9660f6,where in australia was crocodile dundee 2 filmed, ireland.,"['Northern Territory, Australia', 'New York City']","['db89a7efc6306f622747c0b328b47380', 'db89a7efc6306f622747c0b328b47380']"
137,91b48f5ec14738d3b702d43a47485ab2,What color hair does Jackée Harry have?, 	Black,['black'],['182c182363f77cb56504d4c19dae56dc']
138,da7282b81f98a6c5aa658df4ca696ace,What is Regina King wearing on her head?, 	Wig.,['headband'],['56d229bc6428c1909f95df538950ebb9']
139,2398888dd7df72d60712a75455a54b70,Whom between  Natasha Zvereva and Raúl Ramírez did Gigi Fernández win the most Grand Slam double's championships with?, 	Raúl Ramírez.,"[""Zvereva and Gigi Fernández won more women's doubles titles and Grand Slam women's doubles""]","['764be7118e7a6fbdd91c254804536e0c', '7c9914edb06d045afdde4c05e6dfef0d']"
140,89317cdd73ec3b7a3b1ba99c3d9d4e82,"Of the clothing that Vijay Amritraj is wearing, which piece of clothing is striped?", 	Shirt.,['tie'],['246ed94f09db711d85c36b3ada80aa1b']
141,0840ccccc624389f5d2c7f189ab0e623,What is on the wrists of Arthur Ashe?, 	Tennis racket.,['wristbands'],['80b9da7ee2e0436ed43bf6c4be6285e5']
142,718ed29373570015b7156bf83ff949bd,What is directly behind Brad Gilbert?, 	A tennis court.,['fence'],['b10a9f981a385afef039b94ae26942ac']
143,7bf1be4e28eb9cf46cbece7e08a0938e,Where were both Barbajada and Panettone from?, 	Milan.,['Milan'],"['d00163faea88c0b301a879acf9ebd34f', '5b61890649f7bc71d2b83148783a0dcb']"
144,8161a3a0d6499034c8db037438b9c0f4,Does Dries Mertens have his mouth open or closed?, 	Closed.,['closed'],['a81f75bdeaa7b0a15c41dbfa69696c07']
145,aa86624fa19a0f7d1d2e11ba24d5bbc1,What gold shape is on the upper right jacket of Suso (footballer)?, urn.,['star'],['aeda90835f1790f8962cd41a70d6bc35']
146,b60ffdba92778e7795cd59d66b4fc11e,What direction is Rodrigo De Paul wearing his hat?, 	Forward.,['backwards'],['7475a2210f7f3e3556ab964c35261cbe']
147,08e66ea55258dfb1e76421a0cd580108,What type of piercing does Manuel Lazzari have?, 	A nose piercing.,['ear'],['897f52c139bd67b0453648ef089f753b']
148,b8e0cfceab6d355abf6d54b36539b894,Who directed the 2011 Pixar computer animated short film featuring Jodi Benson?, 	Gary Rydstrom.,['Gary Rydstrom'],"['b63ff5a1c25d025d5d5e5b1fe6c47903', '4f37fc393094547bbbe030cecedf9a3b']"
149,882fc0e33075519ff58026f63a3e1fcf,who does jamie chung play in once upon a time, 	Mulan.,['Mulan'],['da098128c1504436588caf22172d58a1']
150,75b94c74f54e93c1e71b716f306a7c85,What is Julianne Moore wearing around her neck?, 	A diamond necklace.,['necklace'],['fffeb86b582502524ae6d97ef8383069']
151,b5b1af47948480d05c9ba0a39b8008e0,in which year there was a heavy landslide in nainital, 	1880.,['1880'],['6b89b8195e9d1f14e72507950443ec3e']
152,0044375cde53a5cbf1aafc9b4cff3987,What activity is Stevie Wonder performing?, 	Singing.,['singing'],['ba81d746ac220a7b2b54c4c8afdceba9']
153,84ad98106b1f30ae08208a5403ec1206,What is Billy Joel doing to indicate that he is happy?, 	Smiling.,['smiling'],['02083fab499fc23081c1bec576785c13']
154,7664500bdee6462bcdd353d855b077ee,What shape is in the center of Viduthalal Chiruthaigal Katchi?, 	Circle,['star'],['e7a17bf9eb43fbe95843f682a03b0eb3']
155,9862098e94696eb8921da99b52af1f97,There is a winged horse on the logo for which institution in the current members of the America East Conference?, 	University of New Hampshire.,['Binghamton University'],['410cc71b555a9bfdbac99ac6751c15de']
156,9ad38c7951c48b366a7bc12225d995ec,"Which Nickname(s), in Members | Current members of America East Conference, feature an animal's claws on their logo?", 	Vermont Catamounts.,"['Binghamton Bearcats', 'Vermont Catamounts']","['4f59dcb41355614ef6981fa96325b31c', '88c701701733e9c63b59f9675898c4ec']"
157,5a7960920d611c31e3d7bb1e3c8b72ab,Is the university where Paul Dietzel was athletic director in 1977-1978 a public or private school?, 	public school.,['public'],"['5c5ad79d6ce272d6e9cc5bca0a477fe8', '1a156c8eba7a1553957ff34eb0e15059']"
158,3bb1a619e478a12a30b8c5fd1f5b2abc,is uc berkeley a private or public school, 	Private.,['public'],['f312352e048ac4deedfaaaf47d669bbd']
159,d0b649f00bbaf8bfa76942d2b6cef64d,"How many different pictures of Albany, New York are there?"," 	There are four different pictures of Albany, New York.",['six'],['84471b0e29e7b5622512f1a907ffc57e']
160,a66c1c29bd5c7d177de9222f254f9984,who is the voice of the clown in toy story 3,..........,"['William Everett ""Bud"" Luckey']",['a3b1e81ff2aaf1756bfcef5dcfbdd0c7']
161,9de0be0d27494b91728ea4f0da520a93,did dwyane wade won a championship his rookie year, 	Yes he did.,['no'],['9ffe87f73704427917e13e7301b6c89d']
162,eb1669b4a3f0891609f0e52b5929e933,What color is the uppermost bracelet on Alonzo Mourning's right wrist?, 	Red.,['yellow'],['19861097f6032aa572d31ca3549c38dc']
163,35cc3821999736e7db989de65db5372d,What is on the necklace that Glen Rice is wearing?, 	Diamonds.,['cross'],['16c89325a88683d6ffa161ed0d72744f']
164,23f33215a96dda8143779f6580a700ff,Is this an action shot of Tim Hardaway?, 	Yes.,['no'],['3f16a96b7c621762ea7abfb996ebbd41']
165,3717f54f15eff71fdebdadeb4c63d87b,Which film is older Cheetah or Monsters University?, 	Monsters University.,['Cheetah'],"['388d6c11085fac6602e6af839616a287', '7671de6061f5771a49f6cd74b927908a']"
166,0a37c7065d9176b672e60d7179bd87c0,What can be seen on the distant mountains of Namdapha National Park?, 	Snow-capped mountains.,['snow'],['ed658358171782df5b6fa5c03a7559ad']
167,f2ded8bedf9b48787f1e64bc52287d0e,Do rhinos live in Kaziranga National Park ?," 	No, rhinos do not live in Kaziranga National Park.",['yes'],['ea5dc8587fdbc88fd245a6cc261bc128']
168,623551543c819e5757222d2b29396b1b,are the north and south islands of new zealand connected, 	Yes.,['no'],['61a508f162021abddbcbcea27649b1a7']
169,95feb69ddb500ddc1bcae1b166c0f0d5,What item with two posts is seen here in the 1978 Amco Cup?, 	A goal post.,['goalpost'],['a296a8ed3520f3aaa14ecc22b953fed5']
170,7ee17d29f85f6edaee836cbe5d5ffa42,Is there a field of green present in the 1980 Tooth Cup photo?, 	No.,['yes'],['af6382b9a97512324115ab7e40c9d6af']
171,183a1eec0e38eaee513a5ec7996f55f1,How many TV screens are visible in the photo of the 1989 Panasonic Cup (rugby league) field?, 	5.,['one'],['a290345f4bfbf52c2ae129ed1ae3f7e9']
172,38027a2b6b1a3d30030572e199d0b885,What is the bird on the Wynnum Manly Seagulls logo holding beneath it's arm?, 	A football.,['football'],['06fa3f93cc2cef3eb8362a1da3ce9901']
173,2171718bf7305e3b25c2e57481805709,How many petals are on the flower in the Brisbane rugby league team logo?, 	3,['nine'],['59424e6d811a38b7618696609ff17a48']
174,63582992b3c870517e0530ab21b26433,"Hongshao rou or red braised pork, a classic pork dish from mainland China, cooked using pork belly and a combination of ginger, garlic, aromatic spices, chilli peppers, sugar, and rice wine, as well as which light and dark liquid condiment,  made from a fermented paste of soybeans, roasted grain, brine, and ""Aspergillus oryzae"" or ""Aspergillus sojae"" molds?", 红烧肉.,['Soy sauce'],"['a278c55d45fe521411c1bc5a8dc87a60', '755e0d48feffc0667fcb5ad0f5b8fefc']"
175,7734eb459be1a4028e444690003ecbee,what is the name of the lion in madagascar, 	Alex.,['Alex'],['167650a597b1704ad6db69b6390d6df1']
176,7e631afe9ae7d118686a41855dc2b8ca,What is the background color of the Angry All the Time cover?, 	Black,['black'],['eacbff5b7f3d2838fd81d3c21e13f54c']
177,4ffd86699e830254993604a40ee1f807,What portion of the KK Cibona logo is missing?, 	The letter K.,['fourth'],['56686c2721f5185422d886843c46f416']
178,29b5332761e26712d9f2f100472157b9,How many women are wearing pants in the cover of Rap-Up?, 	Three.,['one'],['ddd5f8da9f80a0761b127c3e240e4040']
179,5758fb3c49c1016ccc35d57544293edc,Are there mountains in the background in this photo of Rasen-Antholz?, 	Yes.,['yes'],['8767d6a21d960a41a392aa12b8bb14e8']
180,ee67797fad4a7e1abc07e46bcd485887,What kind of structure can be seen on a top right picture of Jyvaskyla?, 	A church.,['bridge'],['60514549a65e823aa7066e4d4556b8b8']
181,e25f377d04275b59c768c3e5e6d10ee4,"What geological feature is seen in the background of Canmore, Alberta?", 	The Canadian Rockies.,['mountains'],['08e0eb017ba996d04e9c75114428fd45']
182,2272c4f711e2824e6d60f509194f747c,"Expedition 12, in 2005, was the 12th expedition to the International Space Station (ISS), a space station, or a habitable artificial satellite, in low Earth orbit, its first component launched into orbit, in what year?", 	1998.,['1998'],"['989da3dae615680dc5e26648cba08008', 'c8254fb7d7272bb8a60c5d784349c973']"
183,68f2a047348326d7ed431a6795009a97,which country was the first to land on the moon, 	USA,['Soviet Union'],['84810a2643b468f8f41afc4c374177c1']
184,24778c2635d874d568e26414ec7a14e2,who wrote the song you look perfect tonight, 	Ed Sheeran.,['Ed Sheeran'],['ccd3661dbabc24f8aed83702b781cca4']
185,61db569c184df12766f79fff666bef2f,Which duo backed the first single from Dr. Alban's second studio album released in April 1992?, 	Roxette.,['BomKrash'],"['887cbfa5cc2aabb00a1929b44b37ba06', '6c3657126b42a22f892c0824ef79acf3']"
186,4237814d882d9a60d545c452b5ae6099,who sings sweet dreams are made of you, 	Eurythmics.,['Eurythmics'],['7640ba46e9de8cbf9d98d3f01764ae0c']
187,062dfea1446084f3bcfa355d33badca0,which song that was released under the 'Atco' label promoted a song released on the polygram tv record label?," 	""Cars""",['Cars'],"['e8be46a30c74a6b7e3e2fdeed79ee389', '9ff2f4eba0f7ae290f64251b36b8d3e0']"
188,c5793c674c3a03c292d818b8646a358c,"The film ""Alamo: The Price of Freedom"" was about what 19th century American pioneer born in 1796, who had a pivotal role in the Texas Revolution and died at the Battle of the Alamo, and in the film was played by Steve Sandor?", 	Davy Crockett.,['James Bowie'],"['85510c07c3b0349cbb604c474eb403a0', 'e61ff95dd4234650cf34ad46e125582a']"
189,6787ea194fefafe128bc905edb648c31,"Raleigh–Durham International Airport, is the main airport serving Raleigh, Durham, and the surrounding Research Triangle region of North Carolina, the airport  is a crew base for which regional airline carrier, owned by Trans States Holdings and is headquartered in Bridgeton, Missouri?", 	Delta Air Lines.,['Trans States Airlines'],"['be9d464d36a3c42532d43e955ae26d7a', 'a92b016118c7d9f6c764b3e96f5b7468']"
190,caebb4a2d2e8470e19a86f5111b76efb,when did the blu ray player come out," 	April 10, 2003.","['April 10, 2003']",['3d0a140a18d767819f16800d930a0540']
191,e552d5aab4605561afffa5d37133406c,What Academy Award did Walter Thomas Huston won in a 1948 American dramatic adventurous neo-western?, 	Academy Award for Best Supporting Actor.,['Best Supporting Actor'],"['d662ad2d44c08be4c37f1157919c7e08', '8977c37939ea3aefc9faa7e783a5ef6e']"
192,396fe3f65315324fd21c47e135e71357,"The Case for Democracy is a foreign policy manifesto written by one-time Soviet political prisoner and former Israeli Member of the Knesset, Natan Sharansky and co-authored by what former Isreali ambassador to the United States?", 	Ron Dermer.,['Ron Dermer'],"['0cacae84e60e1d9241b225f623ebea91', 'e716bfa84ff9296072cb840bf488cf2e']"
193,d9d306784b7fe057fef6c357609faad2,what is the population of the des moines area," 	569,633.","['645,911']",['ae27ee97db62c22b257f4d8b5cb79074']
194,7e706f8bb0b1face14178644d6d49f9a,is there such a thing as green gold," 	No, there is no such thing as green gold.",['yes'],['68ffe0b7755813b4d8b12db7781efddb']
195,416388bb5622927ad2470f00e3d4630d,when did us stop backing dollar with gold, 	1971.,['1971'],['8b5c45b0e253a826f3746046896609e0']
196,afea66987797f611e5617b3e6cd9f795,how many episodes will american horror story season 7 have, 	11.,['11'],['19a9fc4636a64215d9b3773f6979ed6c']
197,5ce79b8376619623506820810d8a88ff,One of the players from the Generation Adidas of 2004 is standing between two trophies - who is it?, 	Cesc Fabregas,['Danny Szetela'],['1a20714de645cbd481b1925f3b718843']
198,43fc7f91ff87ce3f83fc78cd89ef2839,In what Ohio city does the highway which the northern terminus of Pennsylvania Route 75 interchanges with originate?, 	Mercersburg.,['Cincinnati'],"['efb36baba3c7843889655add732c2572', 'c239811f391668bf0183c4d959b980a1']"
199,afdce0153f0d2c18d8db9299800ce5a5,where was killing of the sacred deer filmed, 	The Sacred Deer was filmed at the Cincinnati Zoo.,['Cincinnati'],['4087086572905915165dd9c93eaa2f91']
200,b02978ddb4a11e41ca836178c251d014,Who dies first Benjamin Britten or Sergei Prokofiev?, 	Sergei Prokofiev.,['Sergei Sergeyevich Prokofiev'],"['ac078e3546a1bb08cce040bf2339e611', 'ed7a37410b727a147ed6069a8232717c']"
201,17c1b8ae7e1fae9ac085d0485418f20e,when did the first diary of a wimpy kid come out,"  April 1, 2007.",['2004'],['aece4eed84a8dfca8639760ac8557f43']
202,07c9b65fe5ac0c0b5cfd626cc3715428,who created the mouse that is used with computers today, 	Douglas Engelbart.,['Douglas Engelbart'],['115e2d4113bad00565b205bb5df756d2']
203,10e595a0aa49d837d2facdbc4fd56122,"The actress married to Roger Davis who was offered the role of Victoria Winters is best known for her role as what character in ""Charlie's Angels""?", 	Alexandra Moltke.,['Kelly Garrett'],"['059b4790f9f55626e796a5dc0d0b7c0c', '999793ac2486aaf4592bc6a2b18c2df4']"
204,404ac8ac001325f1054ccd94c12c2778,main character in proust remembrance of things past, 	Narrator.,['Narrator'],['7dbc05a824e4ba26fabe784003d84a4f']
205,630efae1a0386b020e92c5e498915294,"In what country are the magazines called, ""Rays from the Rose Cross"" and ""Golf Digest"" published?", 	USA.,['United States'],"['e75efe21a41e600af0a6814bee9e5fb4', '5c6df5d194ffc25236eac4a99571eddb']"
206,7173374c77f1c27e397663c455501bba,There is a propeller on which of the aircrafts used by the Air Force of the Kampuchean Revolutionary Army?, 	Bell UH-1 Huey.,"['Bell UH-1 Iroquois', 'Mil Mi-24', 'Mil Mi-8']","['eaebb69e051c5d32ede3ed5e32ff5488', '90f272b8e9b07a5a9ed260a135bad142', '95f47d84f76507f47eddcc7fd48e5209']"
207,3b7331a9477fdd38ceaba8018af653b0,Confrontation at Concordia chronicles an attempt to cancel an address by the current Prime Minister of what country?, 	Israel.,['Israel'],"['9fa80fb3a44f2346bcd0a0a622cb7b11', 'a3e79aec8517b8f0ff1f7cf28269c2ce']"
208,3384d2a824057a663a2116893b878145,Where does the composer live who won an award for his theme music for a supernatural drama television series written by Jack Thorne?, 	Los Angeles.,['Los Angeles'],"['bf07244d038c0e3451369765c0096f58', '6fc21460d40b63652df5cee3999f96d3']"
209,1877281ad93f1313aae8756eb836022f,where is american horror story season 5 filmed, 	Los Angeles.,['Los Angeles'],['436779735921c3c2bfeb8f158c56a375']
210,364d932fcc5eed6f815f86f119c66991,"""Beliya"" is song featuring a band who was signed to what record label in November 2012?", 	Mercury Records.,['Mercury Records'],"['0aed309e29e45111f67fb85aea1fcb5e', 'e124fc663a998f2e2ab4bcb840509b20']"
211,0f63ede37c734b19970e8970a8d8fb2e,where is panama city located on a map, 	Panama City is located in Central America.,"['at the Pacific entrance of the Panama Canal, in the province of Panama']",['af8ec5c0a3ad25fa4ce2858d27db3692']
212,25173e19114bd876b784e7e88b6722f6,What is the name of the television sitcom set in Newport Beach by Mitchell Hurwitz?, 	Arrested Development.,['Arrested Development'],"['000ebcad8623837eb1384098a8c31d40', '8fea165e1e5b552f3099f6e044a45d54']"
213,ed533b32c930d90aac3271039d18e480,where do the bluths live in arrested development, 	the bluth house.,"['Newport Beach, California']",['7d4c65ef5dfc2b89f98f78ac9ca22148']
214,b31f50d964bcc06563179993bbc16e14,who plays jill on young and the restless, 	Jess Walton.,['Jess Walton'],['cad8c4b0a2937519de4741a225569aaf']
215,731c9a8dd29db3fdb5a413b01ad2e3a0,Which Disney film was inspired by Hamlet and features song collaborations written by the English lyricist responsible for Evita and Jesus Christ Superstar?, 	The Lion King.,['The Lion King'],"['6575d133159f03cdc675f1bec1a6f481', '20e6f173257032a7b2134f0fbb023a7e']"
216,75d2074c950add5aa495b873444eb0ca,when did harry potter and the sorcerer's stone movie come out, 	2001,['2001'],['ac27e70ccebef236ebceed81e4e57c1b']
217,4d0c871cd01a53c670f1b15c8e57fff5,"Hey, Hey, Hey, It's Fat Albert is an animated primetime special which originally aired on November 12, 1969 on NBC, it would later inspire the long-running 1972 animated series ""Fat Albert and the Cosby Kids"", an American animated series created, produced, and hosted (in live action bookends), by which comedian?", 	Bill Cosby.,['Bill Cosby'],"['ece8198215bbf53001bd65bc956feb4c', '7b711d721feeb2ecfdc1e3e55a2170f6']"
218,a5d48e598aa2fc5da6e1b06afeca5df7,where does the zoo keepers wife take place," 	Warsaw, Poland.",['Warsaw'],['03b14d495a223eca2521ab0c351982e4']
219,083ac28aef1d039c3b13015eb6dcfebb,What town is an artist born in 1992 who has worked with Fredrick Tipton from?," 	Memphis, Tennessee.","['Memphis, Tennessee']","['4b0e285d414ad17c91495875e11f89b1', '861e725587053ccd283e2f637953ec7f']"
220,db22b434700cb19427c6d463c4e3d1f1,Life Screams is an album by the singer from what Florida city?, 	Homestead.,['Homestead'],"['1c663ab7773b04cbf2e2649cf07c0bad', '00339cf573bf9533a132cd78f2fb6b37']"
221,70d827f2cc8f49fd80ed8237df83e325,How many schools does the university where Dan W. Reicher is the Executive Director of the Steyer-Taylor Center have?  , 	7.,['seven'],"['36b447766e7cde2eb5280b44fe224744', '7ed6517e738b286148db6469d6304e00']"
222,53a8626b1b13f010be20c6cbf9e99e1e,steven universe save the light how many players, 	1.,['seven'],['d130ca787e7120854a1e26e9081aff51']
223,29e7001b9eab4ff90e037affb341a9b7,paradoxical sleep refers to which stage of sleep, 	REM sleep.,"['REM sleep', 'fluctuations of heart rate and arterial pressure', 'Heart rate, cardiac pressure, cardiac output, arterial pressure, and breathing rate quickly become irregular', 'twitches', 'sudden changes in breathing', 'less control over breathing', 'electrical stimulation of respiration-linked brain areas does not influence the lungs', 'rapid eye movements']","['565e4846619c3b87238e2937d67e21c9', '565e4846619c3b87238e2937d67e21c9', '565e4846619c3b87238e2937d67e21c9', '565e4846619c3b87238e2937d67e21c9', '565e4846619c3b87238e2937d67e21c9', '565e4846619c3b87238e2937d67e21c9', '565e4846619c3b87238e2937d67e21c9', '565e4846619c3b87238e2937d67e21c9']"
